Age,Department,Distance_From_Home,Years_At_Company,Average_Monthly_Hours,Number_Of_Projects,Satisfaction_Level,Last_Evaluation,Salary,Attrition
43,HR,16,0,268,3,0.21,0.93,10776.14,1
27,IT,4,8,202,4,0.73,0.9,12331.76,0
23,Marketing,18,5,219,4,0.18,0.81,9861.45,0
44,Marketing,3,8,140,3,0.84,0.91,12232.54,0
23,Sales,16,0,253,5,0.19,0.86,8300.56,1
59,IT,14,7,172,3,0.87,0.8,14609.56,0
38,IT,24,4,172,6,0.81,0.46,11297.52,0
56,IT,9,5,100,5,0.79,0.5,13890.75,0
55,Engineering,6,4,158,3,0.69,0.34,12890.82,1
44,Engineering,4,7,229,6,0.36,0.88,14234.95,0
51,Sales,27,5,200,6,0.75,0.93,12787.72,0
29,IT,2,2,156,5,0.6,0.33,9510.14,0
43,IT,23,5,179,2,0.73,0.91,13776.04,0
57,Marketing,10,4,234,2,0.24,0.86,12842.43,0
26,Marketing,11,5,204,6,0.96,0.75,9480.42,0
34,Sales,7,0,236,2,0.11,0.93,9342.06,0
50,IT,26,7,142,6,0.84,0.58,13804.82,0
52,Sales,25,4,265,2,0.28,0.82,12131.71,1
37,Marketing,5,1,195,6,0.78,0.73,9385.65,0
51,Marketing,26,8,242,6,0.2,0.91,13511.02,1
37,Engineering,4,7,156,6,0.83,0.84,13370.26,0
33,Sales,26,4,217,6,0.72,0.85,10406.38,0
38,Sales,6,2,265,4,0.34,0.82,10235.27,1
37,IT,28,6,198,2,0.87,0.84,12630.6,0
33,IT,2,5,259,6,0.37,0.95,11763.64,1
29,Engineering,2,8,159,3,0.79,0.44,11110.14,0
41,HR,16,4,174,5,0.96,0.98,10901.82,0
24,HR,28,6,199,3,0.74,0.72,9439.26,0
37,HR,25,3,218,3,0.75,0.77,10985.83,0
51,Sales,23,1,247,4,0.4,0.89,11802.43,0
44,Sales,23,2,175,2,0.76,0.46,9616.43,0
49,Marketing,13,5,307,4,0.1,0.8,12225.54,1
26,Sales,21,5,161,2,0.73,0.73,9527.12,0
41,Sales,7,6,163,6,0.87,0.58,11175.16,0
22,Sales,25,4,181,4,0.99,0.98,9089.14,0
51,Engineering,26,8,214,5,0.15,0.96,16043.36,0
42,Sales,5,4,180,2,0.87,0.56,11443.02,0
41,IT,25,0,142,4,0.63,0.31,10077.84,0
27,IT,17,5,248,5,0.33,0.89,11171.98,1
43,Marketing,13,0,173,3,0.85,0.55,9853.01,0
39,Engineering,15,6,177,6,0.97,0.79,12173.88,0
29,IT,28,8,163,6,0.95,0.84,12907.03,0
53,Engineering,3,2,150,3,0.85,0.52,12500.55,0
54,Engineering,23,9,111,4,0.73,0.35,13586.05,0
37,Marketing,4,8,238,3,0.21,0.84,11701.29,1
33,Engineering,15,9,169,5,0.85,0.94,13050.88,0
59,Sales,18,6,278,2,0.27,0.98,13738.17,0
55,Engineering,28,2,200,4,0.9,0.83,13298.43,0
35,Marketing,3,7,157,2,0.81,0.32,9568.17,0
57,Marketing,7,3,159,3,0.67,0.53,11493.75,0
54,Marketing,8,5,194,6,0.7,0.77,12717.71,0
44,IT,11,4,261,2,0.1,0.9,13273.95,1
23,Sales,25,5,136,2,0.81,0.35,8311.71,0
42,IT,22,7,154,6,0.65,0.44,12914.36,0
23,HR,26,5,239,2,0.3,0.83,9591.54,0
48,Sales,9,0,138,2,0.67,0.37,9509.61,0
30,Engineering,20,3,209,6,0.82,0.9,11424.21,0
22,Marketing,12,4,173,6,0.92,0.74,8413.31,0
32,HR,5,6,251,3,0.11,0.98,10951.66,1
24,Sales,1,0,176,3,0.87,1.0,7590.17,0
44,IT,14,0,221,2,0.37,0.88,11637.27,0
47,Marketing,25,6,231,4,0.15,0.83,12867.75,1
25,IT,25,2,234,3,0.14,0.82,10085.88,0
39,Sales,25,2,228,3,0.39,0.92,10993.91,1
27,Sales,3,7,210,4,0.4,0.87,10397.19,0
56,HR,29,9,170,4,0.75,0.74,13243.54,0
43,Engineering,15,3,124,6,0.88,0.6,12224.78,0
36,IT,10,5,243,3,0.21,0.83,12483.61,1
43,HR,26,5,235,5,0.24,0.85,12668.18,1
58,Marketing,10,5,174,5,0.83,0.99,12800.31,0
33,Engineering,24,5,192,2,0.8,0.96,12404.06,0
59,HR,3,7,272,3,0.36,0.82,13826.28,1
39,IT,29,3,258,5,0.24,1.0,12824.79,1
56,Sales,6,0,256,3,0.31,0.95,11769.1,1
51,Marketing,5,10,256,3,0.26,0.98,13925.66,1
45,IT,24,8,256,5,0.3,0.86,13586.3,1
51,Engineering,19,2,116,3,0.61,0.58,12534.7,0
35,Engineering,14,5,264,4,0.14,0.97,12619.02,1
27,Sales,17,8,123,2,0.85,0.54,10504.41,0
24,Sales,12,6,278,6,0.19,0.8,9658.7,1
37,Marketing,9,6,181,5,0.95,0.73,11091.54,0
28,Marketing,26,4,226,6,0.86,0.98,9183.95,0
35,Sales,25,10,136,2,0.61,0.53,11049.41,1
30,Sales,3,6,147,4,0.84,0.46,10185.5,0
36,Engineering,18,3,174,4,0.61,0.31,10714.22,0
42,Sales,4,8,159,4,0.73,0.47,11770.66,1
